Site	Sample depth	Age	Mg/Ca	Mg/Ca adj.	Taxa	Paleodepth	Reference	
ODP0747		16.644	2.38	2.68	Cibicidoides mundulus	1717	BillupsSchrag02
ODP0761		16.647	2.54	2.56	Oridorsalis umbonatus	2239	LearMawbeyRosenthal10
ODP0761		16.666	2.46	2.48	Oridorsalis umbonatus	2239	LearMawbeyRosenthal10
ODP1171	201.800	16.669	1.70	1.87	Cibicidoides mundulus	1802	ShevenellKennettOthers08
ODP0761		16.685	2.38	2.40	Oridorsalis umbonatus	2239	LearMawbeyRosenthal10
ODP0761		16.693	2.74	2.76	Oridorsalis umbonatus	2239	LearMawbeyRosenthal10
ODP1171	202.800	16.747			Cibicidoides mundulus	1800	ShevenellKennettOthers08
ODP1171	204.600	16.870			Cibicidoides mundulus	1796	ShevenellKennettOthers08
ODP1171	205.000	16.898			Cibicidoides mundulus	1796	ShevenellKennettOthers08
ODP0747		16.923	2.08	2.32	Cibicidoides mundulus	1717	BillupsSchrag02
ODP1171	205.800	16.953			Cibicidoides mundulus	1794	ShevenellKennettOthers08
ODP0761		16.975	2.60	2.62	Oridorsalis umbonatus	2240	LearMawbeyRosenthal10
ODP0757	93.100	17.051	2.35	2.62	Cibicidoides mundulus	1368	BillupsSchrag03
ODP0761		17.162	2.58	2.60	Oridorsalis umbonatus	2241	LearMawbeyRosenthal10
ODP0747		17.211	2.27	2.55	Cibicidoides mundulus	1717	BillupsSchrag02
ODP0747		17.493	2.23	2.50	Cibicidoides mundulus	1717	BillupsSchrag02
ODP0757	94.600	17.555	2.46	2.75	Cibicidoides mundulus	1356	BillupsSchrag03
ODP0747		17.738	2.17	2.43	Cibicidoides mundulus	1717	BillupsSchrag02
ODP0747		17.953	2.25	2.53	Cibicidoides mundulus	1717	BillupsSchrag02
ODP0757	96.100	17.996	2.17	2.40	Cibicidoides mundulus	1346	BillupsSchrag03
ODP0747		18.073	2.23	2.50	Cibicidoides mundulus	1717	BillupsSchrag02
ODP0747		18.238	1.99	2.22	Cibicidoides mundulus	1717	BillupsSchrag02
ODP0757	97.600	18.401	2.28	2.53	Cibicidoides mundulus	1336	BillupsSchrag03
ODP0747		18.469	2.23	2.50	Cibicidoides mundulus	1717	BillupsSchrag02
ODP0747		18.679	2.36	2.66	Cibicidoides mundulus	1717	BillupsSchrag02
DSDP573	279.910	18.722	1.81	2.29	Cibicidoides mundulus	3865	LearElderfieldOthers00
ODP0757	99.100	18.795	2.42	2.70	Cibicidoides mundulus	1327	BillupsSchrag03
ODP0747		18.894	2.31	2.60	Cibicidoides mundulus	1717	BillupsSchrag02
ODP0747		19.109	2.20	2.47	Cibicidoides mundulus	1717	BillupsSchrag02
ODP1218	55.600	19.213	1.71	2.03	Oridorsalis umbonatus	4365	LearRosenthalOthers04
ODP1218	56.100	19.279	1.65	1.97	Oridorsalis umbonatus	4363	LearRosenthalOthers04
ODP1218	55.950	19.328	1.67	1.99	Oridorsalis umbonatus	4361	LearRosenthalOthers04
ODP0747		19.329	2.08	2.32	Cibicidoides mundulus	1717	BillupsSchrag02
ODP1218	56.450	19.408	1.74	2.06	Oridorsalis umbonatus	4359	LearRosenthalOthers04
ODP1218	57.100	19.411	1.55	1.87	Oridorsalis umbonatus	4359	LearRosenthalOthers04
ODP0747		19.457	2.33	2.62	Cibicidoides mundulus	1717	BillupsSchrag02
ODP1218	57.600	19.476	1.63	1.95	Oridorsalis umbonatus	4357	LearRosenthalOthers04
ODP1218	56.950	19.486	1.55	1.87	Oridorsalis umbonatus	4357	LearRosenthalOthers04
ODP1218	58.100	19.548	1.53	1.85	Oridorsalis umbonatus	4355	LearRosenthalOthers04
ODP1218	58.600	19.610	1.73	2.05	Oridorsalis umbonatus	4354	LearRosenthalOthers04
ODP0747		19.613			Cibicidoides mundulus	1717	BillupsSchrag02
ODP1218	57.950	19.623	1.64	1.96	Oridorsalis umbonatus	4353	LearRosenthalOthers04
ODP0747		19.823	2.21	2.48	Cibicidoides mundulus	1717	BillupsSchrag02
ODP1218	59.950	19.878	1.72	2.03	Oridorsalis umbonatus	4345	LearRosenthalOthers04
ODP1218	60.450	19.941	1.74	2.05	Oridorsalis umbonatus	4344	LearRosenthalOthers04
ODP1218	60.950	20.004	1.66	1.97	Oridorsalis umbonatus	4342	LearRosenthalOthers04
ODP0747		20.019			Cibicidoides mundulus	1717	BillupsSchrag02
ODP1218	61.950	20.170	1.58	1.89	Oridorsalis umbonatus	4337	LearRosenthalOthers04
ODP0747		20.243	2.14	2.40	Cibicidoides mundulus	1717	BillupsSchrag02
ODP1218	62.450	20.263	1.58	1.89	Oridorsalis umbonatus	4334	LearRosenthalOthers04
DSDP573	298.210	20.264	0.86	1.83	Nuttallides umbonifera	3810	LearElderfieldOthers00
ODP1218	62.950	20.359	1.36	1.67	Oridorsalis umbonatus	4331	LearRosenthalOthers04
ODP1218	62.650	20.364	1.57	1.88	Oridorsalis umbonatus	4330	LearRosenthalOthers04
ODP1218	62.950	20.370	1.44	1.75	Oridorsalis umbonatus	4330	LearRosenthalOthers04
ODP0747		20.494	2.00	2.23	Cibicidoides mundulus	1717	BillupsSchrag02
ODP1218	63.950	20.538	1.65	1.96	Oridorsalis umbonatus	4325	LearRosenthalOthers04
ODP1218	64.150	20.612	1.63	1.94	Oridorsalis umbonatus	4323	LearRosenthalOthers04
ODP0747		20.683	2.04	2.28	Cibicidoides mundulus	1717	BillupsSchrag02
ODP1218	64.650	20.691	1.59	1.90	Oridorsalis umbonatus	4320	LearRosenthalOthers04
DSDP573	304.600	20.748	1.72	2.17	Cibicidoides mundulus	3793	LearElderfieldOthers00
ODP1218	65.150	20.749	1.67	1.98	Oridorsalis umbonatus	4319	LearRosenthalOthers04
ODP0747		20.767	2.12	2.37	Cibicidoides mundulus	1717	BillupsSchrag02
ODP1218	65.650	20.802	1.56	1.87	Oridorsalis umbonatus	4317	LearRosenthalOthers04
ODP1218	66.150	20.854	1.44	1.75	Oridorsalis umbonatus	4316	LearRosenthalOthers04
ODP1218	66.950	20.893	1.48	1.79	Oridorsalis umbonatus	4315	LearRosenthalOthers04
ODP1218	66.650	20.907	1.41	1.72	Oridorsalis umbonatus	4314	LearRosenthalOthers04
ODP0747		20.938	2.24	2.52	Cibicidoides mundulus	1717	BillupsSchrag02
ODP1218	67.450	20.946	1.61	1.92	Oridorsalis umbonatus	4313	LearRosenthalOthers04
ODP1218	67.150	20.959	1.52	1.83	Oridorsalis umbonatus	4313	LearRosenthalOthers04
ODP1218	67.950	20.999	1.64	1.95	Oridorsalis umbonatus	4312	LearRosenthalOthers04
ODP1218	67.650	21.012	1.65	1.96	Oridorsalis umbonatus	4311	LearRosenthalOthers04
ODP1218	68.150	21.061	1.89	2.20	Oridorsalis umbonatus	4310	LearRosenthalOthers04
ODP1218	68.950	21.099	1.58	1.89	Oridorsalis umbonatus	4309	LearRosenthalOthers04
ODP0747		21.162	1.98	2.20	Cibicidoides mundulus	1717	BillupsSchrag02
ODP1218	70.950	21.244	1.74	2.05	Oridorsalis umbonatus	4305	LearRosenthalOthers04
ODP1218	71.450	21.279	1.49	1.80	Oridorsalis umbonatus	4304	LearRosenthalOthers04
ODP1218	71.950	21.314	1.43	1.74	Oridorsalis umbonatus	4303	LearRosenthalOthers04
ODP0747		21.400	1.99	2.21	Cibicidoides mundulus	1717	BillupsSchrag02
ODP1218	73.430	21.436	1.89	2.19	Oridorsalis umbonatus	4300	LearRosenthalOthers04
ODP1218	73.930	21.466	1.66	1.96	Oridorsalis umbonatus	4299	LearRosenthalOthers04
ODP1218	74.430	21.510	1.70	2.00	Oridorsalis umbonatus	4298	LearRosenthalOthers04
ODP1218	74.930	21.576	1.96	2.26	Oridorsalis umbonatus	4296	LearRosenthalOthers04
ODP0747		21.605	2.12	2.37	Cibicidoides mundulus	1716	BillupsSchrag02
ODP1218	75.430	21.643	1.78	2.08	Oridorsalis umbonatus	4294	LearRosenthalOthers04
ODP1218	75.930	21.685	2.12	2.42	Oridorsalis umbonatus	4293	LearRosenthalOthers04
ODP1218	76.430	21.737	1.84	2.14	Oridorsalis umbonatus	4291	LearRosenthalOthers04
ODP0747		21.784	1.98	2.20	Cibicidoides mundulus	1716	BillupsSchrag02
ODP1218	76.930	21.796	1.72	2.02	Oridorsalis umbonatus	4289	LearRosenthalOthers04
ODP0747		21.951	2.21	2.48	Cibicidoides mundulus	1716	BillupsSchrag02
ODP1218	77.320	22.076	1.60	1.90	Oridorsalis umbonatus	4279	LearRosenthalOthers04
ODP1218	77.820	22.127	1.51	1.81	Oridorsalis umbonatus	4278	LearRosenthalOthers04
ODP0747		22.151	2.21	2.48	Cibicidoides mundulus	1716	BillupsSchrag02
ODP1218	78.320	22.177	1.95	2.25	Oridorsalis umbonatus	4276	LearRosenthalOthers04
ODP1218	78.820	22.227	1.82	2.12	Oridorsalis umbonatus	4275	LearRosenthalOthers04
ODP1218	79.450	22.291	1.59	1.89	Oridorsalis umbonatus	4273	LearRosenthalOthers04
ODP1218	80.820	22.425	1.55	1.85	Oridorsalis umbonatus	4269	LearRosenthalOthers04
ODP1218	81.460	22.489	1.57	1.87	Oridorsalis umbonatus	4267	LearRosenthalOthers04
ODP0747		22.490	2.08	2.32	Cibicidoides mundulus	1716	BillupsSchrag02
ODP1218	81.820	22.524	1.79	2.09	Oridorsalis umbonatus	4266	LearRosenthalOthers04
ODP1218	81.960	22.538	1.53	1.83	Oridorsalis umbonatus	4265	LearRosenthalOthers04
ODP1218	82.320	22.585	1.77	2.07	Oridorsalis umbonatus	4264	LearRosenthalOthers04
ODP1218	82.450	22.613	1.34	1.64	Oridorsalis umbonatus	4263	LearRosenthalOthers04
ODP1218	82.820	22.692	1.38	1.68	Oridorsalis umbonatus	4260	LearRosenthalOthers04
ODP1218	82.950	22.720	1.26	1.56	Oridorsalis umbonatus	4259	LearRosenthalOthers04
ODP1218	82.780	22.774	1.74	2.04	Oridorsalis umbonatus	4257	LearRosenthalOthers04
ODP1218	83.450	22.787	1.78	2.08	Oridorsalis umbonatus	4257	LearRosenthalOthers04
ODP1218	82.980	22.794	1.83	2.13	Oridorsalis umbonatus	4257	LearRosenthalOthers04
ODP0747		22.795			Cibicidoides mundulus	1716	BillupsSchrag02
ODP1218	83.180	22.812	1.36	1.66	Oridorsalis umbonatus	4256	LearRosenthalOthers04
ODP1218	83.960	22.887	1.65	1.95	Oridorsalis umbonatus	4254	LearRosenthalOthers04
ODP1218	84.180	22.909	1.63	1.93	Oridorsalis umbonatus	4253	LearRosenthalOthers04
ODP1218	84.580	22.949	1.83	2.13	Oridorsalis umbonatus	4252	LearRosenthalOthers04
ODP1218	84.780	22.969	1.53	1.82	Oridorsalis umbonatus	4251	LearRosenthalOthers04
ODP1218	84.980	22.988	1.79	2.08	Oridorsalis umbonatus	4251	LearRosenthalOthers04
ODP1218	85.180	23.008	1.73	2.02	Oridorsalis umbonatus	4250	LearRosenthalOthers04
ODP1218	84.280	23.019	1.87	2.16	Oridorsalis umbonatus	4249	LearRosenthalOthers04
ODP1218	85.380	23.028	1.70	1.99	Oridorsalis umbonatus	4250	LearRosenthalOthers04
ODP1218	85.680	23.053	1.44	1.73	Oridorsalis umbonatus	4249	LearRosenthalOthers04
ODP1218	85.870	23.070	1.45	1.74	Oridorsalis umbonatus	4248	LearRosenthalOthers04
ODP1218	86.220	23.099	1.42	1.71	Oridorsalis umbonatus	4247	LearRosenthalOthers04
ODP1218	86.420	23.116	1.34	1.63	Oridorsalis umbonatus	4247	LearRosenthalOthers04
ODP1218	86.620	23.132	1.39	1.68	Oridorsalis umbonatus	4246	LearRosenthalOthers04
ODP1218	86.820	23.150	1.28	1.57	Oridorsalis umbonatus	4246	LearRosenthalOthers04
ODP1218	87.020	23.166	1.60	1.89	Oridorsalis umbonatus	4245	LearRosenthalOthers04
ODP1218	87.520	23.208	1.40	1.69	Oridorsalis umbonatus	4244	LearRosenthalOthers04
ODP1218	87.720	23.226	1.61	1.90	Oridorsalis umbonatus	4244	LearRosenthalOthers04
ODP1218	87.920	23.242	1.51	1.80	Oridorsalis umbonatus	4243	LearRosenthalOthers04
ODP1218	88.120	23.267	1.57	1.86	Oridorsalis umbonatus	4242	LearRosenthalOthers04
ODP0747		23.297			Cibicidoides mundulus	1715	BillupsSchrag02
ODP1218	88.320	23.298	1.44	1.73	Oridorsalis umbonatus	4241	LearRosenthalOthers04
ODP0757	101.200	23.303			Cibicidoides spp.	1200	BillupsSchrag03
ODP1218	88.520	23.328	1.81	2.10	Oridorsalis umbonatus	4240	LearRosenthalOthers04
ODP1218	87.570	23.352	1.49	1.78	Oridorsalis umbonatus	4239	LearRosenthalOthers04
ODP1218	88.720	23.359	1.65	1.94	Oridorsalis umbonatus	4239	LearRosenthalOthers04
ODP1218	87.770	23.379	1.55	1.84	Oridorsalis umbonatus	4238	LearRosenthalOthers04
ODP1218	87.970	23.398	1.65	1.94	Oridorsalis umbonatus	4237	LearRosenthalOthers04
ODP1218	88.170	23.417	1.61	1.90	Oridorsalis umbonatus	4237	LearRosenthalOthers04
ODP1218	88.370	23.435	1.72	2.01	Oridorsalis umbonatus	4236	LearRosenthalOthers04
ODP1218	89.070	23.500	1.61	1.90	Oridorsalis umbonatus	4234	LearRosenthalOthers04
ODP1218	89.270	23.518	1.54	1.83	Oridorsalis umbonatus	4234	LearRosenthalOthers04
ODP1218	89.670	23.555	1.65	1.94	Oridorsalis umbonatus	4233	LearRosenthalOthers04
ODP1218	89.870	23.574	1.60	1.89	Oridorsalis umbonatus	4232	LearRosenthalOthers04
ODP1218	90.320	23.615	1.59	1.88	Oridorsalis umbonatus	4231	LearRosenthalOthers04
ODP1218	90.370	23.620	1.57	1.86	Oridorsalis umbonatus	4231	LearRosenthalOthers04
ODP1218	90.520	23.634	1.47	1.76	Oridorsalis umbonatus	4230	LearRosenthalOthers04
ODP1218	90.520	23.634	1.57	1.86	Oridorsalis umbonatus	4230	LearRosenthalOthers04
ODP1218	90.570	23.638	1.47	1.76	Oridorsalis umbonatus	4230	LearRosenthalOthers04
ODP1218	90.770	23.657	1.48	1.77	Oridorsalis umbonatus	4229	LearRosenthalOthers04
ODP1218	90.920	23.670	1.47	1.76	Oridorsalis umbonatus	4229	LearRosenthalOthers04
ODP1218	91.120	23.689	1.56	1.85	Oridorsalis umbonatus	4228	LearRosenthalOthers04
ODP1218	91.170	23.693	1.46	1.75	Oridorsalis umbonatus	4228	LearRosenthalOthers04
ODP1218	91.520	23.726	1.48	1.77	Oridorsalis umbonatus	4227	LearRosenthalOthers04
ODP1218	91.820	23.753	1.43	1.72	Oridorsalis umbonatus	4226	LearRosenthalOthers04
ODP1218	92.020	23.772	1.41	1.70	Oridorsalis umbonatus	4226	LearRosenthalOthers04
ODP1218	92.220	23.790	1.40	1.69	Oridorsalis umbonatus	4225	LearRosenthalOthers04
ODP1218	92.420	23.809	1.26	1.55	Oridorsalis umbonatus	4225	LearRosenthalOthers04
ODP1218	91.140	23.828	1.44	1.73	Oridorsalis umbonatus	4223	LearRosenthalOthers04
ODP1218	92.620	23.828	1.65	1.94	Oridorsalis umbonatus	4224	LearRosenthalOthers04
ODP1218	92.820	23.842	1.48	1.77	Oridorsalis umbonatus	4224	LearRosenthalOthers04
ODP1218	91.420	23.854	1.67	1.96	Oridorsalis umbonatus	4222	LearRosenthalOthers04
ODP1218	93.020	23.857	1.34	1.63	Oridorsalis umbonatus	4223	LearRosenthalOthers04
ODP1218	91.630	23.872	1.35	1.64	Oridorsalis umbonatus	4222	LearRosenthalOthers04
ODP1218	91.920	23.900	1.77	2.06	Oridorsalis umbonatus	4221	LearRosenthalOthers04
ODP1218	92.080	23.914	1.52	1.81	Oridorsalis umbonatus	4220	LearRosenthalOthers04
ODP1218	92.320	23.937	1.53	1.82	Oridorsalis umbonatus	4220	LearRosenthalOthers04
ODP1218	92.420	23.946	1.44	1.73	Oridorsalis umbonatus	4220	LearRosenthalOthers04
ODP1218	92.670	23.969	1.72	2.01	Oridorsalis umbonatus	4219	LearRosenthalOthers04
ODP1218	92.920	23.992	1.61	1.90	Oridorsalis umbonatus	4218	LearRosenthalOthers04
ODP1218	93.120	24.010	1.58	1.87	Oridorsalis umbonatus	4217	LearRosenthalOthers04
ODP1218	93.820	24.104	1.48	1.77	Oridorsalis umbonatus	4214	LearRosenthalOthers04
ODP1218	93.920	24.111	1.77	2.06	Oridorsalis umbonatus	4214	LearRosenthalOthers04
ODP1218	94.120	24.126	1.58	1.87	Oridorsalis umbonatus	4214	LearRosenthalOthers04
ODP1218	94.420	24.147	1.49	1.78	Oridorsalis umbonatus	4213	LearRosenthalOthers04
ODP1218	94.610	24.161	1.43	1.72	Oridorsalis umbonatus	4213	LearRosenthalOthers04
ODP1218	94.920	24.193	1.67	1.96	Oridorsalis umbonatus	4212	LearRosenthalOthers04
ODP1218	95.120	24.216	1.43	1.72	Oridorsalis umbonatus	4211	LearRosenthalOthers04
ODP1218	95.420	24.245	1.57	1.86	Oridorsalis umbonatus	4210	LearRosenthalOthers04
ODP1218	95.440	24.251	1.41	1.70	Oridorsalis umbonatus	4210	LearRosenthalOthers04
ODP1218	95.620	24.273	1.41	1.70	Oridorsalis umbonatus	4209	LearRosenthalOthers04
ODP1218	95.800	24.292	1.49	1.78	Oridorsalis umbonatus	4208	LearRosenthalOthers04
ODP1218	96.020	24.314	1.52	1.81	Oridorsalis umbonatus	4208	LearRosenthalOthers04
ODP1218	96.220	24.335	1.44	1.73	Oridorsalis umbonatus	4207	LearRosenthalOthers04
ODP1218	96.420	24.356	1.38	1.67	Oridorsalis umbonatus	4206	LearRosenthalOthers04
ODP1218	96.420	24.360	1.33	1.62	Oridorsalis umbonatus	4206	LearRosenthalOthers04
ODP0757	102.000	24.361			Cibicidoides spp.	1169	BillupsSchrag03
ODP1218	96.620	24.376	1.55	1.84	Oridorsalis umbonatus	4206	LearRosenthalOthers04
ODP1218	96.970	24.419	1.78	2.07	Oridorsalis umbonatus	4204	LearRosenthalOthers04
ODP1218	97.120	24.430	1.87	2.16	Oridorsalis umbonatus	4204	LearRosenthalOthers04
DSDP573	343.910	24.438	1.80	1.99	Oridorsalis umbonatus	3644	LearElderfieldOthers00
DSDP573	343.910	24.438	1.68	2.09	Cibicidoides mundulus	3644	LearElderfieldOthers00
ODP1218	97.320	24.450	1.71	2.00	Oridorsalis umbonatus	4203	LearRosenthalOthers04
ODP1218	97.920	24.513	1.53	1.82	Oridorsalis umbonatus	4201	LearRosenthalOthers04
ODP1218	97.910	24.523	1.37	1.66	Oridorsalis umbonatus	4201	LearRosenthalOthers04
ODP1218	98.120	24.537	1.29	1.57	Oridorsalis umbonatus	4200	LearRosenthalOthers04
ODP1218	98.420	24.577	1.70	1.98	Oridorsalis umbonatus	4199	LearRosenthalOthers04
ODP1218	98.620	24.596	1.62	1.90	Oridorsalis umbonatus	4198	LearRosenthalOthers04
ODP1218	98.820	24.614	1.66	1.94	Oridorsalis umbonatus	4198	LearRosenthalOthers04
ODP1218	99.020	24.633	1.52	1.80	Oridorsalis umbonatus	4197	LearRosenthalOthers04
ODP1218	99.220	24.651	1.52	1.80	Oridorsalis umbonatus	4197	LearRosenthalOthers04
ODP1218	99.420	24.670	1.51	1.79	Oridorsalis umbonatus	4196	LearRosenthalOthers04
ODP0747		24.671			Cibicidoides mundulus	1714	BillupsSchrag02
ODP1218	100.210	24.742	1.60	1.88	Oridorsalis umbonatus	4194	LearRosenthalOthers04
ODP1218	100.720	24.789	1.53	1.81	Oridorsalis umbonatus	4192	LearRosenthalOthers04
ODP1218	101.220	24.835	1.39	1.67	Oridorsalis umbonatus	4191	LearRosenthalOthers04
ODP1218	100.720	24.950	1.32	1.60	Oridorsalis umbonatus	4186	LearRosenthalOthers04
ODP1218	101.200	24.986	1.53	1.81	Oridorsalis umbonatus	4185	LearRosenthalOthers04
ODP1218	101.760	25.026	1.51	1.79	Oridorsalis umbonatus	4184	LearRosenthalOthers04
ODP0747		25.107			Cibicidoides mundulus	1713	BillupsSchrag02
ODP1218	102.780	25.108	1.41	1.69	Oridorsalis umbonatus	4181	LearRosenthalOthers04
ODP1218	103.230	25.166	1.57	1.85	Oridorsalis umbonatus	4179	LearRosenthalOthers04
DSDP573	353.700	25.166	1.95	2.13	Oridorsalis umbonatus	3614	LearElderfieldOthers00
ODP1218	103.770	25.234	1.44	1.72	Oridorsalis umbonatus	4177	LearRosenthalOthers04
ODP1218	104.270	25.297	1.57	1.85	Oridorsalis umbonatus	4175	LearRosenthalOthers04
ODP1218	105.300	25.315	1.57	1.85	Oridorsalis umbonatus	4175	LearRosenthalOthers04
ODP1218	104.720	25.329	1.50	1.78	Oridorsalis umbonatus	4174	LearRosenthalOthers04
ODP0747		25.333			Cibicidoides mundulus	1713	BillupsSchrag02
ODP0757	102.700	25.338			Cibicidoides spp.	1138	BillupsSchrag03
ODP1218	105.270	25.367	1.47	1.75	Oridorsalis umbonatus	4172	LearRosenthalOthers04
ODP1218	105.770	25.403	1.36	1.64	Oridorsalis umbonatus	4171	LearRosenthalOthers04
ODP1218	106.220	25.435	1.42	1.70	Oridorsalis umbonatus	4170	LearRosenthalOthers04
ODP1218	107.120	25.444	1.42	1.70	Oridorsalis umbonatus	4171	LearRosenthalOthers04
ODP1218	108.220	25.533	1.50	1.78	Oridorsalis umbonatus	4168	LearRosenthalOthers04
ODP1218	109.160	25.602	1.48	1.76	Oridorsalis umbonatus	4166	LearRosenthalOthers04
ODP1218	109.720	25.642	1.58	1.86	Oridorsalis umbonatus	4164	LearRosenthalOthers04
ODP1218	109.300	25.685	1.30	1.58	Oridorsalis umbonatus	4162	LearRosenthalOthers04
ODP0747		25.744			Cibicidoides mundulus	1713	BillupsSchrag02
ODP1218	111.300	25.830	1.39	1.67	Oridorsalis umbonatus	4158	LearRosenthalOthers04
ODP1218	111.800	25.867	1.43	1.71	Oridorsalis umbonatus	4157	LearRosenthalOthers04
ODP1218	112.300	25.903	1.61	1.89	Oridorsalis umbonatus	4156	LearRosenthalOthers04
ODP1218	112.800	25.938	1.52	1.80	Oridorsalis umbonatus	4155	LearRosenthalOthers04
ODP1218	112.980	25.951	1.33	1.61	Oridorsalis umbonatus	4154	LearRosenthalOthers04
ODP1218	113.230	25.970	1.46	1.74	Oridorsalis umbonatus	4153	LearRosenthalOthers04
ODP1218	113.480	25.988	1.48	1.76	Oridorsalis umbonatus	4153	LearRosenthalOthers04
ODP1218	113.730	26.006	1.71	1.99	Oridorsalis umbonatus	4152	LearRosenthalOthers04
ODP1218	113.980	26.024	1.26	1.54	Oridorsalis umbonatus	4152	LearRosenthalOthers04
ODP1218	114.230	26.042	1.22	1.50	Oridorsalis umbonatus	4151	LearRosenthalOthers04
ODP1218	114.800	26.060	1.20	1.48	Oridorsalis umbonatus	4151	LearRosenthalOthers04
ODP1218	114.480	26.060	1.27	1.55	Oridorsalis umbonatus	4151	LearRosenthalOthers04
ODP1218	114.720	26.077	1.50	1.78	Oridorsalis umbonatus	4150	LearRosenthalOthers04
ODP1218	115.730	26.150	1.77	2.04	Oridorsalis umbonatus	4148	LearRosenthalOthers04
ODP1218	115.980	26.173	1.57	1.84	Oridorsalis umbonatus	4147	LearRosenthalOthers04
ODP1218	116.910	26.205	1.42	1.69	Oridorsalis umbonatus	4146	LearRosenthalOthers04
ODP1218	116.480	26.219	1.60	1.87	Oridorsalis umbonatus	4146	LearRosenthalOthers04
ODP0747		26.237			Cibicidoides mundulus	1712	BillupsSchrag02
ODP1218	117.620	26.271	1.54	1.81	Oridorsalis umbonatus	4144	LearRosenthalOthers04
DSDP573	368.380	26.291	0.96	1.90	Nuttallides umbonifera	3565	LearElderfieldOthers00
ODP1218	118.620	26.364	1.51	1.78	Oridorsalis umbonatus	4141	LearRosenthalOthers04
ODP1218	119.120	26.410	1.55	1.82	Oridorsalis umbonatus	4139	LearRosenthalOthers04
ODP1218	119.700	26.606	1.40	1.67	Oridorsalis umbonatus	4132	LearRosenthalOthers04
ODP1218	120.200	26.652	1.54	1.81	Oridorsalis umbonatus	4130	LearRosenthalOthers04
ODP1218	120.700	26.699	1.25	1.52	Oridorsalis umbonatus	4129	LearRosenthalOthers04
ODP0747		26.703			Cibicidoides mundulus	1711	BillupsSchrag02
ODP1218	121.700	26.779	1.36	1.63	Oridorsalis umbonatus	4126	LearRosenthalOthers04
ODP1218	122.200	26.818	1.39	1.66	Oridorsalis umbonatus	4125	LearRosenthalOthers04
ODP1218	124.300	26.900	1.26	1.53	Oridorsalis umbonatus	4123	LearRosenthalOthers04
ODP1218	125.130	26.965	1.48	1.75	Oridorsalis umbonatus	4121	LearRosenthalOthers04
ODP1218	125.130	26.965	1.48	1.75	Oridorsalis umbonatus	4121	LearRosenthalOthers04
ODP1218	125.630	27.003	1.62	1.89	Oridorsalis umbonatus	4119	LearRosenthalOthers04
ODP1218	126.630	27.081	1.34	1.61	Oridorsalis umbonatus	4117	LearRosenthalOthers04
ODP1218	128.130	27.198	1.54	1.81	Oridorsalis umbonatus	4113	LearRosenthalOthers04
ODP1218	129.130	27.275	1.60	1.87	Oridorsalis umbonatus	4110	LearRosenthalOthers04
ODP1218	130.130	27.354	1.59	1.86	Oridorsalis umbonatus	4108	LearRosenthalOthers04
ODP1218	127.880	27.358	1.49	1.76	Oridorsalis umbonatus	4106	LearRosenthalOthers04
ODP1218	130.630	27.393	1.38	1.65	Oridorsalis umbonatus	4106	LearRosenthalOthers04
ODP1218	130.630	27.393	1.50	1.77	Oridorsalis umbonatus	4106	LearRosenthalOthers04
ODP1218	130.630	27.393	1.50	1.77	Oridorsalis umbonatus	4106	LearRosenthalOthers04
ODP1218	128.380	27.404	1.43	1.70	Oridorsalis umbonatus	4104	LearRosenthalOthers04
ODP1218	128.880	27.444	1.72	1.99	Oridorsalis umbonatus	4103	LearRosenthalOthers04
ODP0757	104.200	27.471			Cibicidoides spp.	1069	BillupsSchrag03
ODP1218	129.380	27.482	1.51	1.78	Oridorsalis umbonatus	4102	LearRosenthalOthers04
ODP1218	129.880	27.521	1.61	1.88	Oridorsalis umbonatus	4100	LearRosenthalOthers04
ODP1218	131.380	27.638	1.53	1.80	Oridorsalis umbonatus	4096	LearRosenthalOthers04
ODP1218	131.880	27.677	1.50	1.77	Oridorsalis umbonatus	4095	LearRosenthalOthers04
ODP1218	133.800	27.701	1.64	1.91	Oridorsalis umbonatus	4095	LearRosenthalOthers04
ODP1218	133.880	27.707	1.35	1.62	Oridorsalis umbonatus	4095	LearRosenthalOthers04
ODP1218	132.380	27.715	1.49	1.75	Oridorsalis umbonatus	4094	LearRosenthalOthers04
ODP1218	134.380	27.746	1.56	1.82	Oridorsalis umbonatus	4094	LearRosenthalOthers04
ODP1218	134.880	27.785	1.63	1.89	Oridorsalis umbonatus	4092	LearRosenthalOthers04
ODP1218	133.380	27.799	1.60	1.86	Oridorsalis umbonatus	4091	LearRosenthalOthers04
